run_id	backbone	variant	tf_latft	train_cities	probe_acc	cka_off_diag	mmd_mean	rank_mean	rank_std	in_dist_pdms	ood_pdms	pdms_drop	total_pdms
F1-I2-e	ijepa	ViT-S/14 sq frozen	LatTF	LV	0.8724340175953079	0.6802362292699509	0.05717696746190389	119.22489584044635	8.036986011622334	86.1	58.46666666666667	27.633333333333326	68.7
F1-I2-f	ijepa	ViT-S/14 sq trainable	LatTF	LV	0.8709677419354839	0.7226196133837677	0.06414071718851726	95.72620355905613	11.282331555858207	86.2	53.23333333333333	32.966666666666676	65.3
F1-I3	ijepa	ViT-H/14 frozen	LatTF	P	0.8137829912023461	0.8038150216115677	0.0867470105489095	29.14724385049878	6.913679908574224	69.0	61.300000000000004	7.699999999999996	65.0
F1-I3-b	ijepa	ViT-H/14 trainable	LatTF	P	0.7639296187683284	0.9892758410049093	0.044099768002827965	5.532599603422498	0.5622706450924868	59.4	53.06666666666667	6.333333333333329	57.3
F1-I3-c	ijepa	ViT-S/14 rect frozen	LatTF	P	0.7595307917888563	0.8319132995749091	0.0942395528157552	27.825179302559548	4.6014469279665855	62.6	55.93333333333334	6.666666666666664	59.2
F1-I3-d	ijepa	ViT-S/14 rect trainable	LatTF	P	0.7727272727272727	0.8669736041043926	0.0969656507174174	26.432464440831506	4.761970312770922	58.1	54.6	3.5	57.2
F1-I3-e	ijepa	ViT-S/14 sq frozen	LatTF	P	0.8064516129032258	0.6836104439767032	0.05265794197718302	158.0157755149329	20.65532513927887	62.0	59.26666666666666	2.7333333333333414	62.1
F1-I3-f	ijepa	ViT-S/14 sq trainable	LatTF	P	0.8343108504398827	0.737541364541991	0.060507774353027344	105.41339810778466	24.54948717593626	53.4	57.0	-3.6000000000000014	57.6
F1-I4	ijepa	ViT-H/14 frozen	LatTF	S	0.8093841642228738	0.8560427841310286	0.09444165229797363	16.675555384493084	1.988141157926209	55.6	48.63333333333333	6.966666666666669	50.6
F1-I4-b	ijepa	ViT-H/14 trainable	LatTF	S	0.7331378299120235	0.9809419895438244	0.06422148148218791	10.057521691127791	2.263352664229287	52.8	50.333333333333336	2.4666666666666615	51.7
F1-I4-c	ijepa	ViT-S/14 rect frozen	LatTF	S	0.7595307917888563	0.9094567756521266	0.08331992228825887	13.704474532060994	1.9802113305435272	53.2	43.833333333333336	9.366666666666667	46.0
F1-I4-d	ijepa	ViT-S/14 rect trainable	LatTF	S	0.7976539589442815	0.9228485011737413	0.09043413400650024	15.888247852947764	2.0722119302402784	51.3	43.699999999999996	7.600000000000001	45.6
F1-I4-e	ijepa	ViT-S/14 sq frozen	LatTF	S	0.8123167155425219	0.7062923476623677	0.04551847775777181	159.28993446899213	12.604791865689688	54.1	43.800000000000004	10.299999999999997	46.1
F1-I4-f	ijepa	ViT-S/14 sq trainable	LatTF	S	0.8196480938416423	0.8137012453710349	0.06059718132019043	84.2348038391616	10.061720655068724	52.1	48.06666666666666	4.0333333333333385	48.9
F1-M1	mae	ViT-B/16 frozen	LatTF	B	0.8885630498533724	0.8637804326813293	0.07563883066177368	53.47543435867209	10.92576037944614	73.4	60.166666666666664	13.233333333333341	66.3
F1-M1-b	mae	ViT-B/16 trainable	LatTF	B	0.8914956011730205	0.8311581507908478	0.09787414471308391	21.33482814680747	2.0334849835544153	73.1	61.46666666666666	11.633333333333333	66.5
F1-M1-c	mae	ViT-S/14 rect frozen	LatTF	B	0.8900293255131965	0.8013468282503372	0.06192710002263387	44.09829861152574	8.721027405838207	68.4	57.76666666666667	10.633333333333333	63.0
F1-M1-d	mae	ViT-S/14 rect trainable	LatTF	B	0.8973607038123167	0.8417429382297059	0.09046763181686401	18.681980651487464	1.384436115132921	72.1	57.56666666666666	14.533333333333331	64.0
F1-M1-e	mae	ViT-S/14 sq frozen	LatTF	B	0.8372434017595308	0.6986061326991192	0.048505942026774086	151.6873647033157	13.409533133114783	72.8	61.099999999999994	11.700000000000003	66.9
F1-M1-f	mae	ViT-S/14 sq trainable	LatTF	B	0.843108504398827	0.699006863847517	0.03650371233622233	130.38258674625382	12.285598833552418	70.8	61.333333333333336	9.466666666666661	66.4
F1-M2	mae	ViT-B/16 frozen	LatTF	LV	0.9237536656891495	0.7949536813022663	0.106565256913503	42.037480599861276	9.077703836274358	86.6	58.1	28.499999999999993	68.8
F1-M2-b	mae	ViT-B/16 trainable	LatTF	LV	0.8900293255131965	0.7685801490352339	0.1267612079779307	35.15096089361621	2.2134222836200066	87.8	56.76666666666667	31.033333333333324	68.1
F1-M2-c	mae	ViT-S/14 rect frozen	LatTF	LV	0.9325513196480938	0.7602761351487017	0.09843218326568604	48.98051320539771	6.975533800906028	86.2	58.63333333333333	27.56666666666667	68.6
F1-M2-d	mae	ViT-S/14 rect trainable	LatTF	LV	0.9281524926686217	0.8090052219930167	0.11112558841705322	29.938550874185097	3.220673404308105	86.2	54.699999999999996	31.500000000000007	65.6
F1-M2-e	mae	ViT-S/14 sq frozen	LatTF	LV	0.8856304985337243	0.6483167779252036	0.06304689248402913	109.59527998896165	7.876908863556797	86.8	55.166666666666664	31.633333333333333	66.6
F1-M2-f	mae	ViT-S/14 sq trainable	LatTF	LV	0.8812316715542522	0.6770510890065998	0.06935278574625652	98.57725575733625	8.820189268580515	89.1	55.20000000000001	33.899999999999984	67.6
F1-M3	mae	ViT-B/16 frozen	LatTF	P	0.8870967741935484	0.8709030361666148	0.09686545530954997	49.60044219586979	10.716587714213155	50.4	59.53333333333333	-9.133333333333333	59.1
F1-M3-b	mae	ViT-B/16 trainable	LatTF	P	0.8108504398826979	0.9538286141853086	0.08002052704493205	4.5449016287934185	0.9000043180530612	61.0	54.666666666666664	6.333333333333336	59.1
F1-M3-c	mae	ViT-S/14 rect frozen	LatTF	P	0.8929618768328446	0.8831831537236199	0.10082234938939412	29.291690675242123	7.755079953097215	68.1	59.63333333333333	8.466666666666661	64.0
F1-M3-d	mae	ViT-S/14 rect trainable	LatTF	P	0.8768328445747801	0.8273096342717244	0.10500270128250122	13.484484339444824	1.8046897510609032	60.0	62.76666666666666	-2.7666666666666586	63.7
F1-M3-e	mae	ViT-S/14 sq frozen	LatTF	P	0.8240469208211144	0.6421435062503356	0.052992781003316246	162.83634619083293	23.155676981721758	61.6	61.4	0.20000000000000284	63.2
F1-M3-f	mae	ViT-S/14 sq trainable	LatTF	P	0.8724340175953079	0.7196846100065953	0.062074740727742515	110.66388511825483	25.739556448643896	63.0	59.23333333333333	3.766666666666673	61.9
F1-M4	mae	ViT-B/16 frozen	LatTF	S	0.8856304985337243	0.8765062482057511	0.10206423203150432	40.693409100402704	8.09130173377333	49.7	48.4	1.3000000000000043	49.0
F1-M4-b	mae	ViT-B/16 trainable	LatTF	S	0.7683284457478006	0.9539816573629105	0.05396672089894613	23.105512312689115	5.101765837758554	42.5	49.13333333333333	-6.633333333333333	48.4
F1-M4-c	mae	ViT-S/14 rect frozen	LatTF	S	0.8973607038123167	0.9005553204427431	0.09872202078501384	23.22430780290415	3.5988905293339957	31.4	49.833333333333336	-18.433333333333337	46.6
F1-M4-d	mae	ViT-S/14 rect trainable	LatTF	S	0.8768328445747801	0.9422247638597372	0.042622506618499756	6.49264741664973	0.39959396294252747	52.3	52.199999999999996	0.10000000000000142	52.7
F1-M4-e	mae	ViT-S/14 sq frozen	LatTF	S	0.8240469208211144	0.6953936595112015	0.058385094006856285	142.75910890135918	12.95604693185793	50.4	52.56666666666666	-2.1666666666666643	52.4
F1-M4-f	mae	ViT-S/14 sq trainable	LatTF	S	0.8724340175953079	0.7431579740900367	0.05493646860122681	100.40430166726378	9.187186906027312	53.1	48.46666666666666	4.63333333333334	49.3
P1-B1					0.9897360703812317	0.6380671655635324	0.09849838415781657	92.97806915763064	20.945848853330528	nan	nan	nan	nan
P1-B4-b	resnet34	supervised	TF	S	0.9736070381231672	0.8110177759252309	0.08599028984705608	67.41382146242378	5.667246510458888	42.1	50.53333333333333	-8.43333333333333	49.5
P1-D1	dinov2	ViT-S/14 frozen	TF	B	0.5777126099706745	0.8292766922123307	0.034045795599619545	97.49299624798124	8.64531558110657	69.6	57.56666666666666	12.033333333333331	64.0
P1-D1-b	dinov2	ViT-S/14 trainable	TF	B	0.5425219941348973	0.9144633967897757	0.007001856962839763	48.846520324207816	1.582586305901246	67.1	57.300000000000004	9.79999999999999	62.5
P1-D1-c	dinov2	ViT-S/14 rect frozen	TF	B	0.8079178885630498	0.923204354559284	0.08080047369003296	20.83477143752024	2.3819812351599383	71.0	59.33333333333334	11.666666666666657	65.5
